participant_id,additional_doses,ad_recall,ad_emotion,trust_medical_endline,trust_government_endline,trust_pharma_endline,trust_media_endline,understand_vaccines_endline,vaccine_immunity_endline,personal_choice_endline,social_influence_endline,social_media_impact_endline,external_pressure_endline,judged_endline,bad_reaction_endline,variant_concern_endline,safety_concern_endline,conflicting_info_endline,short_term_effects_endline,long_term_effects_endline,risk_exaggerated_endline,preventive_measures_endline,access_delay_endline,incentives_help_endline,overall_view_change
3855,No,No,No strong feelings (neutral),4,5,4,3,4,4,3,3,4,3,1,3,2,3,2,3,3,4,1,1,1,Positive
3759,Yes,Yes,More motivated to protect others,5,4,3,4,2,5,1,2,4,4,2,1,2,1,1,1,1,3,4,2,4,Much more positive
1036,No,No,Overwhelmed,4,5,2,5,1,5,1,4,4,2,5,4,3,3,4,3,2,4,4,1,4,Negative
2981,Yes,Yes,NA,4,5,2,2,1,2,2,3,2,1,1,4,4,1,2,1,3,5,4,3,3,Much more negative
2425,Yes,No,More anxious about side effects,5,3,1,3,2,3,4,1,2,3,2,1,3,4,4,1,3,4,3,3,3,Positive
1106,No,Yes,More motivated to protect others,5,2,5,5,4,4,4,1,3,3,3,4,4,4,3,1,4,3,4,1,1,Positive
2214,Yes,Yes,No strong feelings (neutral),4,5,4,5,4,1,3,4,2,4,4,3,2,1,3,5,2,1,4,5,2,Positive
2067,No,Yes,More confident in vaccines,3,1,3,5,4,2,2,3,1,3,5,1,3,2,2,5,4,2,4,5,4,Positive
1455,Yes,No,No strong feelings (neutral),5,4,5,3,3,5,3,5,3,1,4,2,1,3,1,1,4,2,2,1,1,Positive
987,Yes,No,More confident in vaccines,5,1,4,5,5,5,4,3,4,3,3,1,5,3,1,1,3,3,2,2,4,Positive
1944,Yes,Yes,No strong feelings (neutral),4,2,4,4,3,4,1,4,1,2,4,1,5,1,3,1,5,3,2,3,5,Does not change
182,Yes,Yes,More confident in vaccines,5,5,3,5,5,5,5,5,1,1,3,1,1,1,2,2,1,4,1,1,1,Negative
2585,No,No,No strong feelings (neutral),5,3,4,1,1,1,1,5,3,4,2,3,2,1,3,4,4,3,1,2,4,Does not change
4766,No,Yes,NA,3,5,3,2,5,3,1,4,3,3,1,5,2,1,2,4,2,2,3,3,4,Does not change
4309,No,No,No strong feelings (neutral),4,4,4,3,1,2,4,5,3,2,4,3,3,4,1,2,1,5,4,5,3,Does not change
2930,No,No,No strong feelings (neutral),3,4,4,4,2,3,3,1,2,2,1,4,5,5,2,1,2,2,1,4,5,Much more negative
803,No,Yes,Overwhelmed,4,3,1,4,4,2,1,4,1,4,5,2,4,4,5,3,3,4,4,4,2,Does not change
467,Yes,No,No strong feelings (neutral),2,4,5,5,4,5,4,5,3,2,1,2,1,1,4,2,1,2,2,2,1,Does not change
2404,No,Yes,NA,4,4,5,3,5,5,3,3,2,4,1,1,5,2,4,4,2,5,4,4,4,Does not change
2101,No,No,NA,1,3,3,1,1,1,4,4,1,5,2,5,5,4,5,4,4,5,4,3,4,Much more negative
964,No,No,NA,2,3,2,2,4,3,4,2,5,2,4,4,4,4,4,1,3,4,3,3,5,Positive
4669,No,No,NA,3,3,4,1,3,4,3,5,3,2,3,4,3,3,2,2,2,2,2,2,4,Does not change
2719,Yes,No,More confident in vaccines,5,5,5,5,3,5,5,2,4,3,2,3,2,3,1,1,2,4,1,2,3,Positive
324,No,No,NA,1,5,2,1,5,2,5,4,3,5,4,3,5,5,5,5,5,2,3,3,5,Does not change
1506,Yes,No,More anxious about side effects,2,2,5,3,3,1,2,4,2,1,4,2,4,4,4,3,4,4,4,4,4,Does not change
3666,Yes,No,NA,3,3,1,1,4,5,3,3,2,4,3,5,3,2,3,3,4,3,2,2,4,Much more negative
3111,Yes,Yes,No strong feelings (neutral),3,1,4,2,5,3,2,2,2,5,2,1,3,2,4,5,4,2,5,3,4,Does not change
1907,No,Yes,More motivated to protect others,5,3,5,5,3,2,3,2,3,3,1,3,2,1,4,3,3,4,3,2,1,Does not change
4853,No,No,No strong feelings (neutral),4,3,5,2,4,5,4,4,3,4,5,3,5,3,5,2,3,4,2,1,3,Does not change
3512,Yes,Yes,No strong feelings (neutral),5,5,3,3,4,3,1,3,3,1,2,4,1,4,4,2,3,3,1,5,3,Does not change
4343,Yes,Yes,Overwhelmed,2,1,4,1,1,4,4,4,1,1,5,4,4,1,5,2,5,2,3,5,3,Does not change
1747,No,Yes,More motivated to protect others,5,4,3,5,5,5,4,4,4,1,1,3,1,2,3,1,1,2,3,2,1,Positive
3276,No,No,More confident in vaccines,3,1,5,4,2,4,4,2,2,3,2,3,5,1,4,2,4,4,1,2,2,Positive
489,Yes,No,More confident in vaccines,3,5,4,3,5,3,4,2,3,2,1,3,2,1,2,2,2,3,1,4,3,Positive
1434,No,No,No strong feelings (neutral),4,2,4,3,2,3,3,2,4,5,2,4,4,2,4,4,2,3,4,5,4,Negative
1645,Yes,No,More confident in vaccines,2,5,1,1,2,5,4,4,1,4,2,1,3,4,2,4,3,3,5,4,1,Does not change
2903,No,Yes,No strong feelings (neutral),5,5,1,3,5,5,5,3,3,2,3,2,2,2,3,3,1,3,1,2,5,Does not change
2178,No,No,No strong feelings (neutral),4,5,4,2,3,4,4,4,2,2,2,2,1,2,4,3,4,4,3,4,1,Negative
3421,Yes,No,No strong feelings (neutral),1,4,4,5,5,2,3,3,2,3,1,1,2,3,3,4,2,1,4,5,2,Much more negative
4751,Yes,No,No strong feelings (neutral),2,5,4,2,1,4,4,2,5,2,4,1,3,2,2,4,3,4,3,3,4,Does not change
3048,No,Yes,More confident in vaccines,3,5,3,4,5,4,2,3,2,1,2,1,1,5,1,3,2,1,3,1,2,Does not change
1064,Yes,Yes,No strong feelings (neutral),4,5,5,3,5,5,3,5,5,3,4,1,1,1,3,2,1,4,4,4,3,Does not change
4376,Yes,Yes,Overwhelmed,4,3,3,4,1,1,2,5,3,2,2,3,5,4,4,4,5,3,4,3,3,Positive
4086,Yes,Yes,More confident in vaccines,5,2,4,2,5,3,2,2,2,1,1,1,1,1,1,1,3,2,1,2,1,Positive
3933,No,No,No strong feelings (neutral),1,1,3,2,3,3,2,4,1,5,5,3,4,3,4,2,1,5,4,5,5,Does not change
2839,No,No,No strong feelings (neutral),4,5,3,5,3,2,2,2,2,2,5,1,2,4,5,3,5,4,3,4,4,Does not change
346,No,Yes,More confident in vaccines,2,2,3,2,2,4,2,4,5,1,4,4,2,4,1,1,4,2,2,5,2,Much more positive
2514,Yes,Yes,More confident in vaccines,5,4,2,4,3,4,1,2,4,1,2,2,1,1,1,1,1,4,1,3,2,Positive
1661,No,Yes,No strong feelings (neutral),4,5,5,3,4,4,3,1,3,3,4,2,2,1,2,4,2,2,1,5,3,Does not change
313,Yes,Yes,Overwhelmed,5,1,3,5,5,2,3,2,5,1,4,3,1,4,4,2,2,1,1,1,4,Much more negative
4655,Yes,No,No strong feelings (neutral),4,5,5,3,5,3,1,1,1,5,3,3,4,3,4,5,5,4,3,3,1,Does not change
4966,Yes,No,More confident in vaccines,5,5,5,5,5,1,3,4,1,3,1,2,1,5,3,2,4,2,4,2,4,Positive
1988,Yes,No,Overwhelmed,3,3,1,5,4,2,2,5,5,2,2,4,1,1,5,2,2,2,5,3,5,Positive
2121,Yes,Yes,"Overwhelmed, More anxious about side effects",5,5,5,3,5,5,4,1,1,1,1,2,5,1,4,3,1,1,4,1,2,Does not change
494,Yes,No,No strong feelings (neutral),5,4,2,5,4,3,5,3,4,2,4,1,3,1,3,1,2,1,4,4,3,Does not change
2243,No,Yes,No strong feelings (neutral),3,1,4,2,5,3,4,1,3,2,3,3,3,4,5,2,3,2,5,3,3,Negative
793,No,No,No strong feelings (neutral),4,2,3,5,4,5,3,3,5,4,2,2,5,3,3,3,3,1,4,2,3,Does not change
1363,No,No,No strong feelings (neutral),4,5,5,5,4,4,4,3,3,2,3,2,5,2,5,5,5,3,2,2,4,Does not change
646,No,No,No strong feelings (neutral),3,2,1,1,1,2,4,3,2,2,2,3,4,3,4,2,1,5,3,4,2,Does not change
2951,No,Yes,More anxious about side effects,3,1,5,5,5,2,3,1,3,4,4,2,5,1,4,3,1,3,2,4,2,Positive
1050,Yes,Yes,More motivated to protect others,5,5,5,2,4,5,4,3,5,3,2,1,1,3,1,3,2,3,1,3,2,Much more positive
3082,Yes,No,No strong feelings (neutral),5,4,1,4,5,3,2,4,3,3,4,3,4,3,3,5,5,1,3,3,2,Does not change
2891,Yes,No,No strong feelings (neutral),5,5,5,5,5,5,4,4,4,4,1,4,2,1,3,5,1,3,4,4,4,Does not change
718,Yes,No,More confident in vaccines,5,3,3,5,5,2,3,1,3,3,3,3,1,4,4,3,1,2,5,3,2,Positive
1980,Yes,Yes,More confident in vaccines,4,3,2,1,1,4,2,5,4,4,2,4,2,1,3,5,2,3,1,3,4,Does not change
3332,No,Yes,More confident in vaccines,3,4,4,5,3,4,5,4,5,1,1,2,1,2,2,3,1,3,3,2,1,Does not change
4030,Yes,No,More motivated to protect others,3,2,4,2,4,5,3,3,4,4,1,2,1,1,2,3,2,4,3,1,1,Positive
4110,Yes,Yes,No strong feelings (neutral),3,2,4,5,5,4,2,2,2,1,1,1,3,1,2,3,3,4,4,4,1,Does not change
856,No,No,No strong feelings (neutral),5,5,2,1,4,4,2,1,2,3,1,5,3,2,2,3,3,4,2,5,2,Does not change
1021,No,No,No strong feelings (neutral),3,1,2,2,4,1,3,2,4,4,4,3,4,1,5,2,3,5,4,3,4,Negative
378,Yes,Yes,No strong feelings (neutral),4,4,5,5,4,4,4,3,5,4,4,3,1,3,2,4,1,1,4,3,1,Does not change
2271,Yes,No,No strong feelings (neutral),5,3,3,1,4,5,4,2,3,5,1,4,3,2,2,3,4,4,5,5,5,Positive
1897,No,No,No strong feelings (neutral),4,3,2,2,1,4,4,2,5,1,1,1,1,5,3,4,4,5,1,3,3,Does not change
4661,Yes,No,No strong feelings (neutral),2,2,1,3,1,4,1,2,3,5,1,5,1,2,2,5,4,4,4,5,5,Does not change
2968,Yes,Yes,More motivated to protect others,5,3,5,3,3,4,1,3,2,3,2,2,1,1,1,1,1,1,1,3,3,Much more positive
3720,Yes,Yes,More confident in vaccines,4,2,4,3,5,5,3,4,2,1,2,4,2,1,1,1,3,2,2,1,4,Much more positive
1435,Yes,Yes,More confident in vaccines,3,1,5,3,3,4,3,4,4,2,2,4,3,3,1,1,5,4,2,5,2,Does not change
4071,Yes,Yes,"More motivated to protect others, More confident in vaccines",2,5,3,2,4,4,3,3,3,5,3,2,2,2,3,2,4,2,2,2,2,Does not change
3303,Yes,Yes,No strong feelings (neutral),4,5,1,2,2,4,3,5,3,1,3,3,1,1,1,2,4,3,2,1,1,Positive
3515,No,No,No strong feelings (neutral),5,5,2,1,2,4,3,2,4,3,4,2,3,1,1,3,1,2,3,3,3,Does not change
2594,Yes,Yes,No strong feelings (neutral),5,1,4,3,5,2,3,4,5,1,2,2,3,1,3,5,4,1,4,1,3,Does not change
3375,Yes,Yes,Overwhelmed,5,2,5,5,5,4,3,1,3,2,3,3,1,5,5,4,1,2,3,4,1,Does not change
4099,No,Yes,More motivated to protect others,3,5,2,3,3,5,3,3,2,3,5,2,1,4,2,1,3,4,4,1,3,Does not change
3134,Yes,Yes,More motivated to protect others,5,2,5,5,4,5,1,1,3,2,1,3,1,1,3,1,2,1,2,4,2,Does not change
4138,Yes,No,No strong feelings (neutral),1,5,4,5,4,4,2,4,1,2,3,2,1,4,4,1,2,1,3,2,3,Does not change
2635,Yes,Yes,No strong feelings (neutral),5,4,1,2,2,1,4,5,4,1,4,2,1,3,5,2,4,3,2,3,4,Does not change
1299,Yes,Yes,No strong feelings (neutral),5,5,4,5,5,3,3,4,4,1,3,2,1,2,1,1,1,2,3,3,1,Does not change
2838,No,No,NA,3,2,3,3,3,4,3,2,3,1,5,4,3,3,3,2,4,1,4,2,4,Does not change
2191,Yes,Yes,"More motivated to protect others, More confident in vaccines",5,5,1,4,5,5,3,4,3,2,3,3,2,3,2,4,1,2,2,2,4,Positive
1077,Yes,No,Overwhelmed,1,4,2,2,3,2,4,5,2,4,3,4,5,3,5,3,5,5,4,3,2,Does not change
674,Yes,Yes,No strong feelings (neutral),1,4,5,2,3,4,5,2,3,3,4,5,3,3,4,3,4,4,2,4,4,Does not change
3757,Yes,No,More confident in vaccines,5,5,3,4,4,4,3,3,3,1,2,2,2,1,4,3,2,3,1,3,2,Much more positive
1640,Yes,Yes,No strong feelings (neutral),3,3,5,4,4,4,4,2,2,2,4,5,1,1,4,1,2,4,2,3,4,Positive
1413,No,No,Overwhelmed,3,3,2,3,3,5,4,3,2,4,4,2,5,2,5,5,4,1,2,4,5,Does not change
749,Yes,Yes,More motivated to protect others,5,2,2,2,4,5,5,3,4,5,1,4,4,2,4,2,2,2,4,2,1,Does not change
4315,No,No,No strong feelings (neutral),3,3,3,3,4,4,2,2,5,3,4,1,4,3,4,3,1,5,1,3,4,Positive
2043,No,No,No strong feelings (neutral),4,4,4,3,2,5,3,1,3,3,3,4,3,1,4,3,2,2,1,3,5,Does not change
825,No,Yes,More motivated to protect others,3,2,5,5,5,3,1,4,4,3,3,3,5,1,2,3,1,4,3,2,2,Does not change
2644,No,No,No strong feelings (neutral),5,4,3,1,3,5,1,2,1,2,2,4,1,4,4,4,3,4,3,3,1,Does not change
713,No,Yes,More confident in vaccines,4,1,4,5,5,4,5,4,4,1,4,2,4,1,1,1,1,3,1,1,3,Does not change
984,No,Yes,No strong feelings (neutral),4,1,5,1,3,5,2,2,4,5,2,5,3,1,3,4,4,2,3,3,4,Does not change
1048,No,Yes,No strong feelings (neutral),5,3,1,3,5,4,1,4,3,1,2,3,3,3,5,2,2,3,1,2,4,Positive
748,Yes,No,More motivated to protect others,4,3,2,5,4,3,4,4,2,5,5,1,1,3,2,1,5,2,5,1,1,Does not change
2943,Yes,Yes,"More confident in vaccines, Overwhelmed",5,1,2,2,1,5,5,5,4,5,5,3,4,3,5,2,4,4,2,4,4,Much more negative
522,No,Yes,NA,5,1,3,5,3,5,4,2,3,1,4,3,1,4,4,2,5,3,4,3,3,Does not change
1180,No,No,No strong feelings (neutral),2,2,4,2,3,1,3,3,4,5,5,5,5,5,2,3,4,5,4,4,2,Does not change
625,No,Yes,No strong feelings (neutral),5,4,4,3,3,1,3,3,2,3,3,4,2,1,3,4,5,3,3,4,1,Does not change
2545,No,No,No strong feelings (neutral),2,4,2,5,5,5,5,4,3,2,4,2,3,5,2,3,2,4,4,1,4,Does not change
1387,No,No,No strong feelings (neutral),5,5,3,2,4,5,1,2,3,1,1,1,1,1,2,2,3,5,2,3,1,Does not change
1145,Yes,Yes,More confident in vaccines,2,5,2,3,2,1,2,3,1,3,1,3,1,4,4,5,3,1,3,4,4,Does not change
2725,No,Yes,More motivated to protect others,4,5,3,5,5,5,2,1,3,4,3,2,2,2,3,5,1,2,3,1,3,Does not change
4437,Yes,Yes,"More confident in vaccines, Overwhelmed",5,5,5,2,2,5,1,3,5,4,1,2,2,4,4,3,1,3,4,1,3,Does not change
3673,Yes,No,More confident in vaccines,5,4,5,4,1,3,3,4,1,2,3,1,1,4,3,1,2,4,4,1,1,Much more positive
239,Yes,No,No strong feelings (neutral),5,5,5,4,3,4,1,1,3,1,2,4,2,4,1,3,1,3,1,2,1,Positive
4515,Yes,Yes,No strong feelings (neutral),5,2,4,5,3,3,2,2,5,5,5,3,4,2,3,4,3,2,4,2,2,Does not change
2001,No,No,NA,2,1,2,2,1,5,4,5,4,5,2,1,5,3,2,5,4,3,4,4,3,Does not change
2000,No,Yes,No strong feelings (neutral),2,5,5,4,5,2,2,2,3,1,1,4,2,3,3,4,3,1,1,2,1,Does not change
783,No,Yes,No strong feelings (neutral),2,2,5,2,4,3,5,5,4,4,2,5,2,3,3,3,4,2,5,5,5,Does not change
68,Yes,Yes,More motivated to protect others,4,3,4,3,3,3,4,1,1,2,1,4,1,1,4,5,1,1,2,3,3,Does not change
3325,No,No,No strong feelings (neutral),3,5,5,5,3,4,3,4,3,1,5,4,3,2,1,2,2,4,5,4,4,Negative
4328,Yes,Yes,NA,5,4,2,5,5,4,3,3,3,2,3,1,2,3,2,1,2,3,4,4,2,Does not change
1985,Yes,Yes,More confident in vaccines,5,5,2,5,5,5,3,2,3,3,1,1,1,3,3,2,2,1,1,1,1,Positive
3596,Yes,Yes,No strong feelings (neutral),1,1,3,1,2,1,3,5,2,1,3,3,3,4,3,1,5,1,4,4,3,Does not change
1464,No,Yes,More confident in vaccines,3,4,5,4,5,5,5,4,1,3,2,1,3,1,1,2,2,5,2,2,3,Does not change
11,No,No,No strong feelings (neutral),3,5,2,2,5,2,5,3,1,3,3,3,5,4,2,4,4,3,4,3,2,Does not change
1875,Yes,Yes,No strong feelings (neutral),4,5,2,2,5,3,3,3,1,2,3,2,1,1,1,1,5,3,2,3,3,Does not change
3697,Yes,No,No strong feelings (neutral),3,1,4,5,1,3,1,3,2,3,2,3,5,1,3,2,3,2,4,2,3,Does not change
4084,Yes,No,No strong feelings (neutral),3,2,4,4,4,4,1,4,5,4,2,5,5,4,2,4,4,4,4,3,4,Does not change
3263,No,No,No strong feelings (neutral),3,4,3,1,3,3,3,3,4,2,2,4,1,4,2,4,4,2,2,4,5,Much more negative
2974,Yes,Yes,More confident in vaccines,5,1,5,5,3,4,1,3,2,3,5,1,2,3,2,4,4,4,3,3,5,Does not change
4730,Yes,Yes,NA,1,4,2,3,4,3,5,2,3,1,2,3,2,5,3,5,4,4,4,2,4,Does not change
594,No,No,No strong feelings (neutral),5,3,4,5,3,5,5,4,1,4,4,4,3,4,2,2,3,2,1,4,5,Much more negative
2732,Yes,Yes,No strong feelings (neutral),5,3,5,5,4,5,2,3,1,3,1,3,3,3,1,1,3,4,3,2,2,Does not change
3664,Yes,No,No strong feelings (neutral),1,4,1,5,1,3,4,4,2,5,5,4,3,2,5,4,5,4,3,5,4,Negative
1354,Yes,Yes,NA,3,5,5,4,4,4,3,3,2,4,2,4,1,1,3,3,4,1,3,1,4,Does not change
1629,Yes,Yes,More confident in vaccines,5,4,2,4,4,3,4,1,2,1,1,4,1,3,3,1,2,2,5,1,3,Positive
1530,No,Yes,No strong feelings (neutral),5,5,3,3,5,5,3,5,3,3,1,2,4,1,3,1,1,1,1,1,2,Positive
3327,Yes,No,Overwhelmed,1,3,3,1,5,4,3,1,4,4,4,2,2,2,5,1,3,2,2,1,4,Does not change
4044,Yes,No,No strong feelings (neutral),4,2,5,4,2,1,2,2,1,5,4,3,3,2,1,1,5,2,3,5,2,Does not change
4069,No,Yes,Overwhelmed,5,5,1,4,4,1,3,4,2,2,5,1,1,3,5,1,3,1,4,1,4,Does not change
4625,No,Yes,NA,4,4,5,5,5,4,3,3,5,1,4,2,1,1,2,1,1,5,4,3,5,Positive
487,Yes,No,No strong feelings (neutral),5,1,4,2,1,5,5,1,2,4,4,3,4,2,4,5,3,3,3,4,5,Does not change
3109,Yes,Yes,No strong feelings (neutral),2,4,2,2,5,4,1,3,2,5,5,3,2,5,4,3,5,2,5,3,4,Much more positive
3728,No,Yes,NA,4,3,4,3,4,2,3,3,3,2,3,3,1,3,5,2,5,2,4,1,3,Does not change
4900,Yes,No,Overwhelmed,5,5,4,5,4,3,3,3,5,1,2,2,3,1,5,3,3,1,1,4,2,Much more positive
2314,No,No,No strong feelings (neutral),1,2,2,2,2,3,2,4,5,5,5,4,4,1,5,3,4,3,4,3,3,Does not change
2745,No,No,No strong feelings (neutral),1,2,1,4,4,1,2,4,4,1,5,1,3,1,4,1,2,3,4,4,4,Does not change
44,No,Yes,No strong feelings (neutral),5,3,1,1,5,1,5,3,1,2,5,5,1,2,2,4,5,3,4,1,5,Does not change
1942,Yes,Yes,More confident in vaccines,3,5,3,4,3,2,2,4,3,3,2,5,2,2,4,1,2,3,2,1,5,Positive
1129,Yes,Yes,More motivated to protect others,3,4,5,5,3,3,2,3,3,1,2,3,3,1,4,1,2,1,1,3,4,Positive
3416,No,Yes,No strong feelings (neutral),4,5,2,4,2,2,2,5,4,5,4,2,5,3,5,5,5,3,5,4,5,Negative
3984,No,Yes,No strong feelings (neutral),2,5,2,1,4,2,3,2,1,1,3,5,1,3,4,5,4,3,4,1,3,Does not change
4921,Yes,Yes,More confident in vaccines,1,4,4,1,1,3,3,4,3,4,2,1,3,2,5,5,3,3,2,5,5,Does not change
1035,No,No,No strong feelings (neutral),3,4,3,2,2,5,4,3,3,2,2,2,4,3,4,1,1,1,3,2,2,Does not change
1078,Yes,No,"More confident in vaccines, Overwhelmed, More anxious about side effects",2,3,3,4,2,1,2,1,5,1,2,1,4,1,5,1,3,5,1,3,2,Does not change
3838,Yes,Yes,"More motivated to protect others, Overwhelmed",2,1,1,5,2,5,5,2,1,3,3,3,2,1,4,3,4,5,2,4,4,Positive
466,No,No,No strong feelings (neutral),1,3,2,4,3,1,5,5,2,5,1,4,5,4,5,5,4,2,5,5,3,Does not change
2674,No,Yes,No strong feelings (neutral),5,5,5,2,4,3,3,3,2,5,3,2,2,4,4,2,1,1,4,4,3,Does not change
1265,No,No,No strong feelings (neutral),5,4,1,4,2,5,4,1,3,3,3,3,3,1,1,2,3,2,1,3,2,Much more positive
3343,No,Yes,No strong feelings (neutral),5,5,5,2,5,2,3,5,4,4,4,4,3,2,2,2,1,2,5,2,5,Positive
4867,Yes,Yes,More confident in vaccines,3,5,3,2,5,1,1,3,3,3,2,1,1,1,1,2,4,1,3,3,1,Positive
3501,No,Yes,More confident in vaccines,5,5,3,5,2,5,3,4,3,2,2,4,3,2,1,2,3,4,1,2,2,Does not change
4592,Yes,Yes,More motivated to protect others,5,5,5,4,3,3,3,3,5,5,4,1,2,4,1,1,4,3,3,3,3,Does not change
1652,Yes,No,More anxious about side effects,2,5,3,3,4,4,5,5,3,5,2,1,3,1,1,2,1,3,5,4,4,Does not change
1825,No,No,No strong feelings (neutral),1,1,4,1,5,2,4,1,2,3,5,1,4,4,2,2,3,4,3,2,5,Positive
4906,Yes,No,More motivated to protect others,5,2,2,3,5,3,3,4,5,4,4,4,1,4,3,3,4,2,3,2,3,Much more negative
3225,No,Yes,No strong feelings (neutral),5,2,4,1,1,4,2,5,4,2,4,1,4,5,5,1,1,4,3,3,2,Negative
1941,No,No,No strong feelings (neutral),2,5,4,5,3,1,2,4,1,1,2,1,4,4,1,3,3,3,2,3,1,Does not change
3209,No,Yes,More anxious about side effects,4,4,5,1,3,4,3,4,1,4,1,3,2,2,3,3,5,1,4,2,1,Does not change
1731,No,Yes,More motivated to protect others,5,5,4,1,2,3,2,5,2,2,1,1,2,4,4,3,5,5,3,1,5,Does not change
4579,No,No,NA,3,4,3,4,4,4,3,3,4,3,2,2,2,4,5,5,4,4,4,4,1,Does not change
3871,No,Yes,No strong feelings (neutral),5,3,5,5,3,4,3,3,2,5,3,4,3,2,5,4,4,3,4,4,3,Does not change
4950,Yes,Yes,No strong feelings (neutral),5,3,5,3,5,5,5,5,2,1,1,5,2,1,2,2,2,2,2,5,2,Positive
269,No,No,Overwhelmed,4,1,3,2,3,3,2,5,5,3,1,4,5,1,5,4,1,1,1,5,3,Much more positive
1514,Yes,No,More confident in vaccines,4,5,5,4,3,5,1,1,3,5,3,1,1,1,3,1,1,1,1,1,3,Positive
4778,No,Yes,No strong feelings (neutral),3,4,5,5,5,5,1,2,3,3,3,2,2,3,5,2,1,1,2,1,4,Positive
1758,No,Yes,Overwhelmed,1,3,3,2,4,2,4,4,3,3,1,5,4,5,5,5,3,4,2,1,3,Does not change
3791,No,Yes,More motivated to protect others,4,4,1,3,4,5,4,3,3,3,3,3,1,3,3,1,2,3,3,1,2,Does not change
4000,No,No,More confident in vaccines,5,5,5,4,4,4,1,3,3,1,3,3,1,5,3,2,2,3,2,2,1,Much more positive
3703,Yes,Yes,No strong feelings (neutral),3,1,4,3,3,2,4,5,2,2,1,2,1,1,1,3,3,4,1,4,2,Does not change
559,No,Yes,NA,2,5,5,5,3,4,3,3,1,3,2,1,4,1,5,5,5,4,1,2,4,Does not change
4202,No,Yes,No strong feelings (neutral),5,3,4,5,4,4,4,1,4,2,1,1,3,2,3,1,1,2,4,1,1,Does not change
413,Yes,Yes,No strong feelings (neutral),3,2,5,2,3,5,3,2,3,5,2,5,2,3,2,5,4,5,5,2,3,Much more positive
2413,Yes,No,No strong feelings (neutral),1,2,5,1,1,3,1,3,2,3,5,5,5,3,4,3,4,1,3,5,4,Does not change
941,No,Yes,More confident in vaccines,5,3,3,3,2,5,2,3,2,4,1,1,1,1,2,3,2,1,1,1,4,Does not change
2315,No,Yes,NA,5,2,2,1,1,5,4,1,2,4,5,5,5,5,5,1,1,5,3,5,2,Does not change
1103,Yes,No,More confident in vaccines,2,4,4,2,5,2,3,3,3,1,1,2,2,5,3,3,3,2,3,2,1,Positive
3912,Yes,No,No strong feelings (neutral),4,5,2,4,4,5,5,4,5,2,4,3,1,3,3,1,3,2,3,4,5,Positive
4092,Yes,No,No strong feelings (neutral),4,2,5,4,5,5,1,2,2,2,5,2,1,3,3,4,2,3,3,4,4,Does not change
420,No,No,No strong feelings (neutral),4,4,3,3,2,5,5,2,4,4,2,3,3,2,2,4,1,3,1,2,4,Negative
4896,Yes,Yes,More confident in vaccines,4,3,4,1,2,2,5,4,4,4,3,4,4,5,4,1,5,3,3,4,3,Positive
833,Yes,No,More confident in vaccines,4,4,5,2,5,2,5,4,4,2,4,1,3,4,1,1,3,3,3,4,2,Does not change
691,Yes,Yes,No strong feelings (neutral),4,3,4,1,4,1,2,3,2,3,4,5,3,3,4,3,5,1,4,4,4,Positive
1673,Yes,Yes,No strong feelings (neutral),5,2,5,5,5,5,2,4,1,2,1,1,1,1,2,1,4,2,2,3,2,Does not change
4479,No,No,No strong feelings (neutral),4,3,4,3,3,3,2,2,1,1,4,2,2,5,4,1,3,2,4,3,4,Does not change
3750,No,Yes,More confident in vaccines,2,3,3,2,4,2,2,4,1,1,3,4,2,1,1,1,2,1,4,4,1,Much more positive
454,No,No,More confident in vaccines,2,1,2,5,1,4,5,2,2,2,3,3,3,1,5,5,3,1,3,1,3,Positive
3966,Yes,No,More confident in vaccines,4,5,4,5,4,4,2,4,4,1,3,1,2,1,5,1,2,4,2,4,1,Much more positive
3854,No,Yes,No strong feelings (neutral),1,5,4,1,1,2,5,4,1,3,1,3,5,1,2,5,4,4,5,3,1,Does not change
4841,Yes,Yes,No strong feelings (neutral),3,1,2,4,3,2,5,5,4,4,2,4,5,4,3,2,2,5,5,4,3,Does not change
1574,Yes,No,No strong feelings (neutral),2,1,4,2,5,1,3,4,3,1,1,4,2,2,3,3,3,2,5,3,5,Does not change
1834,No,Yes,No strong feelings (neutral),5,3,5,5,5,5,3,1,1,3,4,4,1,3,4,2,3,3,2,1,1,Positive
901,Yes,No,No strong feelings (neutral),2,2,5,1,1,1,1,4,1,5,5,2,3,2,3,1,2,5,4,3,1,Does not change
581,No,Yes,"More motivated to protect others, More anxious about side effects",4,3,3,4,5,5,2,4,2,5,2,2,1,2,3,4,1,3,3,4,2,Does not change
274,No,No,No strong feelings (neutral),5,4,3,4,3,3,4,3,2,3,1,2,5,1,5,3,4,3,4,3,2,Does not change
4989,Yes,Yes,More motivated to protect others,3,5,3,4,2,5,2,3,5,5,2,2,1,1,1,1,1,2,1,1,3,Much more positive
400,Yes,Yes,No strong feelings (neutral),4,1,5,2,4,1,4,4,2,1,5,4,4,2,2,2,1,3,5,2,2,Does not change
4285,No,No,NA,5,4,4,3,3,3,2,1,3,4,1,1,3,4,4,2,3,4,4,5,4,Does not change
916,No,No,No strong feelings (neutral),4,2,3,4,2,1,1,1,3,2,1,2,2,2,1,4,1,1,4,5,3,Does not change
4991,No,No,No strong feelings (neutral),2,4,3,4,5,5,4,2,3,4,5,3,4,4,2,1,3,1,4,1,5,Does not change
